data_somministrazione,fornitore,area,fascia_anagrafica,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_addizionale_booster,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area
2021-03-19,Vaxzevria (AstraZeneca),CAL,20-29,0,2,2,0,0,0,ITF,ITF6,18,Calabria
2021-03-19,Vaxzevria (AstraZeneca),CAL,30-39,2,0,2,0,0,0,ITF,ITF6,18,Calabria
2021-03-19,Vaxzevria (AstraZeneca),CAL,40-49,5,11,16,0,0,0,ITF,ITF6,18,Calabria
2021-03-19,Vaxzevria (AstraZeneca),CAL,50-59,11,22,33,0,0,0,ITF,ITF6,18,Calabria
2021-03-19,Vaxzevria (AstraZeneca),CAL,60-69,12,17,29,0,0,0,ITF,ITF6,18,Calabria
2021-03-19,Vaxzevria (AstraZeneca),CAM,12-19,0,2,2,0,0,0,ITF,ITF3,15,Campania
2021-03-19,Vaxzevria (AstraZeneca),CAM,20-29,106,67,168,0,5,0,ITF,ITF3,15,Campania
2021-03-19,Vaxzevria (AstraZeneca),CAM,30-39,94,98,182,0,10,0,ITF,ITF3,15,Campania
2021-03-19,Vaxzevria (AstraZeneca),CAM,40-49,176,132,296,0,12,0,ITF,ITF3,15,Campania
2021-03-19,Vaxzevria (AstraZeneca),CAM,50-59,118,129,234,0,13,0,ITF,ITF3,15,Campania
2021-03-19,Vaxzevria (AstraZeneca),CAM,60-69,74,128,196,0,6,0,ITF,ITF3,15,Campania
2021-03-19,Vaxzevria (AstraZeneca),CAM,70-79,8,6,13,0,1,0,ITF,ITF3,15,Campania
2021-03-19,Vaxzevria (AstraZeneca),EMR,20-29,153,108,254,0,7,0,ITH,ITH5,8,Emilia-Romagna
2021-03-19,Vaxzevria (AstraZeneca),EMR,30-39,206,139,327,0,18,0,ITH,ITH5,8,Emilia-Romagna
2021-03-19,Vaxzevria (AstraZeneca),EMR,40-49,248,176,414,1,9,0,ITH,ITH5,8,Emilia-Romagna
2021-03-19,Vaxzevria (AstraZeneca),EMR,50-59,293,165,435,0,23,0,ITH,ITH5,8,Emilia-Romagna
2021-03-19,Vaxzevria (AstraZeneca),EMR,60-69,72,80,150,0,2,0,ITH,ITH5,8,Emilia-Romagna
2021-03-19,Vaxzevria (AstraZeneca),EMR,70-79,197,246,442,0,1,0,ITH,ITH5,8,Emilia-Romagna
2021-03-19,Vaxzevria (AstraZeneca),EMR,80-89,1,1,2,0,0,0,ITH,ITH5,8,Emilia-Romagna
2021-03-19,Vaxzevria (AstraZeneca),FVG,20-29,8,13,21,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-19,Vaxzevria (AstraZeneca),FVG,30-39,8,19,27,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-19,Vaxzevria (AstraZeneca),FVG,40-49,11,13,24,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-19,Vaxzevria (AstraZeneca),FVG,50-59,6,38,42,0,2,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-19,Vaxzevria (AstraZeneca),FVG,60-69,4,26,30,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-19,Vaxzevria (AstraZeneca),LAZ,20-29,36,73,104,0,5,0,ITI,ITI4,12,Lazio
2021-03-19,Vaxzevria (AstraZeneca),LAZ,30-39,127,171,290,0,8,0,ITI,ITI4,12,Lazio
2021-03-19,Vaxzevria (AstraZeneca),LAZ,40-49,194,165,348,0,11,0,ITI,ITI4,12,Lazio
2021-03-19,Vaxzevria (AstraZeneca),LAZ,50-59,266,279,534,0,11,0,ITI,ITI4,12,Lazio
2021-03-19,Vaxzevria (AstraZeneca),LAZ,60-69,154,264,411,0,7,0,ITI,ITI4,12,Lazio
2021-03-19,Vaxzevria (AstraZeneca),LAZ,70-79,480,417,890,0,7,0,ITI,ITI4,12,Lazio
2021-03-19,Vaxzevria (AstraZeneca),LAZ,80-89,2,2,4,0,0,0,ITI,ITI4,12,Lazio
2021-03-19,Vaxzevria (AstraZeneca),LIG,20-29,20,9,28,0,1,0,ITC,ITC3,7,Liguria
2021-03-19,Vaxzevria (AstraZeneca),LIG,30-39,24,22,45,0,1,0,ITC,ITC3,7,Liguria
2021-03-19,Vaxzevria (AstraZeneca),LIG,40-49,31,24,54,0,1,0,ITC,ITC3,7,Liguria
2021-03-19,Vaxzevria (AstraZeneca),LIG,50-59,44,29,72,0,1,0,ITC,ITC3,7,Liguria
2021-03-19,Vaxzevria (AstraZeneca),LIG,60-69,14,14,28,0,0,0,ITC,ITC3,7,Liguria
2021-03-19,Vaxzevria (AstraZeneca),LIG,70-79,3,0,3,0,0,0,ITC,ITC3,7,Liguria
2021-03-19,Vaxzevria (AstraZeneca),LIG,80-89,1,0,0,1,0,0,ITC,ITC3,7,Liguria
2021-03-19,Vaxzevria (AstraZeneca),LOM,12-19,1,1,2,0,0,0,ITC,ITC4,3,Lombardia
2021-03-19,Vaxzevria (AstraZeneca),LOM,20-29,106,354,448,0,12,0,ITC,ITC4,3,Lombardia
2021-03-19,Vaxzevria (AstraZeneca),LOM,30-39,238,591,806,0,23,0,ITC,ITC4,3,Lombardia
2021-03-19,Vaxzevria (AstraZeneca),LOM,40-49,266,787,1036,0,17,0,ITC,ITC4,3,Lombardia
2021-03-19,Vaxzevria (AstraZeneca),LOM,50-59,242,842,1049,0,35,0,ITC,ITC4,3,Lombardia
2021-03-19,Vaxzevria (AstraZeneca),LOM,60-69,183,288,456,0,15,0,ITC,ITC4,3,Lombardia
2021-03-19,Vaxzevria (AstraZeneca),LOM,70-79,63,35,98,0,0,0,ITC,ITC4,3,Lombardia
2021-03-19,Vaxzevria (AstraZeneca),MAR,12-19,2,0,2,0,0,0,ITI,ITI3,11,Marche
2021-03-19,Vaxzevria (AstraZeneca),MAR,30-39,2,0,2,0,0,0,ITI,ITI3,11,Marche
2021-03-19,Vaxzevria (AstraZeneca),MAR,40-49,1,0,1,0,0,0,ITI,ITI3,11,Marche
2021-03-19,Vaxzevria (AstraZeneca),MAR,50-59,1,2,3,0,0,0,ITI,ITI3,11,Marche
2021-03-19,Vaxzevria (AstraZeneca),MAR,60-69,5,1,6,0,0,0,ITI,ITI3,11,Marche
2021-03-19,Vaxzevria (AstraZeneca),MAR,70-79,3,2,5,0,0,0,ITI,ITI3,11,Marche
2021-03-19,Vaxzevria (AstraZeneca),MAR,80-89,45,106,150,0,1,0,ITI,ITI3,11,Marche
2021-03-19,Vaxzevria (AstraZeneca),MAR,90+,9,15,24,0,0,0,ITI,ITI3,11,Marche
2021-03-19,Vaxzevria (AstraZeneca),MOL,20-29,27,38,65,0,0,0,ITF,ITF2,14,Molise
2021-03-19,Vaxzevria (AstraZeneca),MOL,30-39,4,16,17,0,3,0,ITF,ITF2,14,Molise
2021-03-19,Vaxzevria (AstraZeneca),MOL,40-49,2,45,46,0,1,0,ITF,ITF2,14,Molise
2021-03-19,Vaxzevria (AstraZeneca),MOL,50-59,1,36,37,0,0,0,ITF,ITF2,14,Molise
2021-03-19,Vaxzevria (AstraZeneca),MOL,60-69,33,63,94,0,2,0,ITF,ITF2,14,Molise
2021-03-19,Vaxzevria (AstraZeneca),PAB,50-59,1,0,1,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-03-19,Vaxzevria (AstraZeneca),PAB,70-79,5,2,7,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-03-19,Vaxzevria (AstraZeneca),PAB,80-89,1,3,4,0,0,0,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2021-03-19,Vaxzevria (AstraZeneca),PAT,20-29,3,7,9,0,1,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-19,Vaxzevria (AstraZeneca),PAT,30-39,11,14,23,0,2,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-19,Vaxzevria (AstraZeneca),PAT,40-49,13,19,29,0,3,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-19,Vaxzevria (AstraZeneca),PAT,50-59,19,20,37,0,2,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-19,Vaxzevria (AstraZeneca),PAT,60-69,7,8,15,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-19,Vaxzevria (AstraZeneca),PAT,70-79,1,0,1,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-19,Vaxzevria (AstraZeneca),PAT,80-89,0,1,1,0,0,0,ITH,ITH2,4,Provincia Autonoma Trento
2021-03-19,Vaxzevria (AstraZeneca),PIE,12-19,1,0,1,0,0,0,ITC,ITC1,1,Piemonte
2021-03-19,Vaxzevria (AstraZeneca),PIE,20-29,18,15,31,0,2,0,ITC,ITC1,1,Piemonte
2021-03-19,Vaxzevria (AstraZeneca),PIE,30-39,17,44,57,0,4,0,ITC,ITC1,1,Piemonte
2021-03-19,Vaxzevria (AstraZeneca),PIE,40-49,29,48,69,0,8,0,ITC,ITC1,1,Piemonte
2021-03-19,Vaxzevria (AstraZeneca),PIE,50-59,42,58,94,0,6,0,ITC,ITC1,1,Piemonte
2021-03-19,Vaxzevria (AstraZeneca),PIE,60-69,18,46,59,0,5,0,ITC,ITC1,1,Piemonte
2021-03-19,Vaxzevria (AstraZeneca),PIE,70-79,4,5,9,0,0,0,ITC,ITC1,1,Piemonte
2021-03-19,Vaxzevria (AstraZeneca),PIE,80-89,0,1,0,1,0,0,ITC,ITC1,1,Piemonte
2021-03-19,Vaxzevria (AstraZeneca),PUG,12-19,1,0,1,0,0,0,ITF,ITF4,16,Puglia
2021-03-19,Vaxzevria (AstraZeneca),PUG,20-29,23,10,32,0,1,0,ITF,ITF4,16,Puglia
2021-03-19,Vaxzevria (AstraZeneca),PUG,30-39,30,15,44,0,1,0,ITF,ITF4,16,Puglia
2021-03-19,Vaxzevria (AstraZeneca),PUG,40-49,47,33,79,0,1,0,ITF,ITF4,16,Puglia
2021-03-19,Vaxzevria (AstraZeneca),PUG,50-59,90,38,127,0,1,0,ITF,ITF4,16,Puglia
2021-03-19,Vaxzevria (AstraZeneca),PUG,60-69,25,16,41,0,0,0,ITF,ITF4,16,Puglia
2021-03-19,Vaxzevria (AstraZeneca),PUG,70-79,2,0,2,0,0,0,ITF,ITF4,16,Puglia
2021-03-19,Vaxzevria (AstraZeneca),SAR,30-39,6,0,5,0,1,0,ITG,ITG2,20,Sardegna
2021-03-19,Vaxzevria (AstraZeneca),SAR,40-49,14,5,17,0,2,0,ITG,ITG2,20,Sardegna
2021-03-19,Vaxzevria (AstraZeneca),SAR,50-59,30,4,34,0,0,0,ITG,ITG2,20,Sardegna
2021-03-19,Vaxzevria (AstraZeneca),SAR,60-69,34,2,34,0,2,0,ITG,ITG2,20,Sardegna
2021-03-19,Vaxzevria (AstraZeneca),SIC,12-19,1,0,1,0,0,0,ITG,ITG1,19,Sicilia
2021-03-19,Vaxzevria (AstraZeneca),SIC,20-29,30,21,50,1,0,0,ITG,ITG1,19,Sicilia
2021-03-19,Vaxzevria (AstraZeneca),SIC,30-39,41,42,82,0,1,0,ITG,ITG1,19,Sicilia
2021-03-19,Vaxzevria (AstraZeneca),SIC,40-49,51,75,123,0,3,0,ITG,ITG1,19,Sicilia
2021-03-19,Vaxzevria (AstraZeneca),SIC,50-59,76,133,205,0,4,0,ITG,ITG1,19,Sicilia
2021-03-19,Vaxzevria (AstraZeneca),SIC,60-69,77,127,202,1,1,0,ITG,ITG1,19,Sicilia
2021-03-19,Vaxzevria (AstraZeneca),SIC,70-79,193,185,378,0,0,0,ITG,ITG1,19,Sicilia
2021-03-19,Vaxzevria (AstraZeneca),SIC,80-89,0,1,0,1,0,0,ITG,ITG1,19,Sicilia
2021-03-19,Vaxzevria (AstraZeneca),TOS,20-29,0,4,3,0,1,0,ITI,ITI1,9,Toscana
2021-03-19,Vaxzevria (AstraZeneca),TOS,30-39,12,4,16,0,0,0,ITI,ITI1,9,Toscana
2021-03-19,Vaxzevria (AstraZeneca),TOS,40-49,9,14,22,0,1,0,ITI,ITI1,9,Toscana
2021-03-19,Vaxzevria (AstraZeneca),TOS,50-59,11,23,32,0,2,0,ITI,ITI1,9,Toscana
2021-03-19,Vaxzevria (AstraZeneca),TOS,60-69,17,16,32,0,1,0,ITI,ITI1,9,Toscana
2021-03-19,Vaxzevria (AstraZeneca),TOS,70-79,1348,1339,2665,0,22,0,ITI,ITI1,9,Toscana
2021-03-19,Vaxzevria (AstraZeneca),TOS,80-89,289,266,550,0,5,0,ITI,ITI1,9,Toscana
2021-03-19,Vaxzevria (AstraZeneca),UMB,12-19,0,1,1,0,0,0,ITI,ITI2,10,Umbria
2021-03-19,Vaxzevria (AstraZeneca),UMB,20-29,25,78,101,0,2,0,ITI,ITI2,10,Umbria
2021-03-19,Vaxzevria (AstraZeneca),UMB,30-39,38,118,155,0,1,0,ITI,ITI2,10,Umbria
2021-03-19,Vaxzevria (AstraZeneca),UMB,40-49,78,225,303,0,0,0,ITI,ITI2,10,Umbria
2021-03-19,Vaxzevria (AstraZeneca),UMB,50-59,67,187,253,0,1,0,ITI,ITI2,10,Umbria
2021-03-19,Vaxzevria (AstraZeneca),UMB,60-69,39,42,81,0,0,0,ITI,ITI2,10,Umbria
2021-03-19,Vaxzevria (AstraZeneca),UMB,70-79,3,1,4,0,0,0,ITI,ITI2,10,Umbria
2021-03-19,Vaxzevria (AstraZeneca),VDA,20-29,9,31,40,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-03-19,Vaxzevria (AstraZeneca),VDA,30-39,9,30,36,0,3,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-03-19,Vaxzevria (AstraZeneca),VDA,40-49,32,119,146,0,5,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-03-19,Vaxzevria (AstraZeneca),VDA,50-59,3,10,13,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-03-19,Vaxzevria (AstraZeneca),VDA,60-69,22,19,41,0,0,0,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2021-03-19,Vaxzevria (AstraZeneca),VEN,20-29,26,56,78,0,4,0,ITH,ITH3,5,Veneto
2021-03-19,Vaxzevria (AstraZeneca),VEN,30-39,47,87,131,0,3,0,ITH,ITH3,5,Veneto
2021-03-19,Vaxzevria (AstraZeneca),VEN,40-49,70,165,224,0,11,0,ITH,ITH3,5,Veneto
2021-03-19,Vaxzevria (AstraZeneca),VEN,50-59,101,216,308,0,9,0,ITH,ITH3,5,Veneto
2021-03-19,Vaxzevria (AstraZeneca),VEN,60-69,57,66,119,0,4,0,ITH,ITH3,5,Veneto
2021-03-19,Vaxzevria (AstraZeneca),VEN,70-79,5,1,6,0,0,0,ITH,ITH3,5,Veneto
2021-03-20,Janssen,FVG,20-29,1,0,1,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Janssen,FVG,30-39,2,0,2,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Janssen,FVG,40-49,1,0,1,0,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Janssen,LAZ,12-19,0,1,1,0,0,0,ITI,ITI4,12,Lazio
2021-03-20,Moderna,ABR,20-29,1,8,2,7,0,0,ITF,ITF1,13,Abruzzo
2021-03-20,Moderna,ABR,30-39,3,8,3,6,2,0,ITF,ITF1,13,Abruzzo
2021-03-20,Moderna,ABR,40-49,11,12,10,12,1,0,ITF,ITF1,13,Abruzzo
2021-03-20,Moderna,ABR,50-59,10,5,9,3,3,0,ITF,ITF1,13,Abruzzo
2021-03-20,Moderna,ABR,60-69,1,9,2,8,0,0,ITF,ITF1,13,Abruzzo
2021-03-20,Moderna,ABR,70-79,6,3,2,7,0,0,ITF,ITF1,13,Abruzzo
2021-03-20,Moderna,ABR,80-89,95,138,0,233,0,0,ITF,ITF1,13,Abruzzo
2021-03-20,Moderna,ABR,90+,18,28,0,46,0,0,ITF,ITF1,13,Abruzzo
2021-03-20,Moderna,BAS,70-79,2,1,0,3,0,0,ITF,ITF5,17,Basilicata
2021-03-20,Moderna,BAS,80-89,21,36,1,56,0,0,ITF,ITF5,17,Basilicata
2021-03-20,Moderna,BAS,90+,4,5,0,9,0,0,ITF,ITF5,17,Basilicata
2021-03-20,Moderna,CAL,12-19,0,1,1,0,0,0,ITF,ITF6,18,Calabria
2021-03-20,Moderna,CAL,20-29,3,4,5,2,0,0,ITF,ITF6,18,Calabria
2021-03-20,Moderna,CAL,30-39,7,11,14,4,0,0,ITF,ITF6,18,Calabria
2021-03-20,Moderna,CAL,40-49,9,14,17,6,0,0,ITF,ITF6,18,Calabria
2021-03-20,Moderna,CAL,50-59,10,27,35,2,0,0,ITF,ITF6,18,Calabria
2021-03-20,Moderna,CAL,60-69,31,25,53,3,0,0,ITF,ITF6,18,Calabria
2021-03-20,Moderna,CAL,70-79,40,39,78,1,0,0,ITF,ITF6,18,Calabria
2021-03-20,Moderna,CAL,80-89,222,295,293,223,1,0,ITF,ITF6,18,Calabria
2021-03-20,Moderna,CAL,90+,42,68,70,40,0,0,ITF,ITF6,18,Calabria
2021-03-20,Moderna,CAM,20-29,0,3,2,0,1,0,ITF,ITF3,15,Campania
2021-03-20,Moderna,CAM,30-39,2,0,1,1,0,0,ITF,ITF3,15,Campania
2021-03-20,Moderna,CAM,40-49,1,1,2,0,0,0,ITF,ITF3,15,Campania
2021-03-20,Moderna,CAM,50-59,2,2,2,2,0,0,ITF,ITF3,15,Campania
2021-03-20,Moderna,CAM,60-69,3,2,1,3,1,0,ITF,ITF3,15,Campania
2021-03-20,Moderna,CAM,70-79,6,6,11,1,0,0,ITF,ITF3,15,Campania
2021-03-20,Moderna,CAM,80-89,157,248,265,138,2,0,ITF,ITF3,15,Campania
2021-03-20,Moderna,CAM,90+,30,60,64,26,0,0,ITF,ITF3,15,Campania
2021-03-20,Moderna,EMR,12-19,9,9,17,0,1,0,ITH,ITH5,8,Emilia-Romagna
2021-03-20,Moderna,EMR,20-29,86,73,150,1,8,0,ITH,ITH5,8,Emilia-Romagna
2021-03-20,Moderna,EMR,30-39,67,59,113,0,13,0,ITH,ITH5,8,Emilia-Romagna
2021-03-20,Moderna,EMR,40-49,75,82,139,1,17,0,ITH,ITH5,8,Emilia-Romagna
2021-03-20,Moderna,EMR,50-59,72,81,140,2,11,0,ITH,ITH5,8,Emilia-Romagna
2021-03-20,Moderna,EMR,60-69,36,47,76,2,5,0,ITH,ITH5,8,Emilia-Romagna
2021-03-20,Moderna,EMR,70-79,35,53,77,11,0,0,ITH,ITH5,8,Emilia-Romagna
2021-03-20,Moderna,EMR,80-89,229,403,457,170,5,0,ITH,ITH5,8,Emilia-Romagna
2021-03-20,Moderna,EMR,90+,94,237,205,123,3,0,ITH,ITH5,8,Emilia-Romagna
2021-03-20,Moderna,FVG,20-29,13,31,0,44,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Moderna,FVG,30-39,15,29,0,44,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Moderna,FVG,40-49,13,30,1,42,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Moderna,FVG,50-59,19,46,0,65,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Moderna,FVG,60-69,7,18,0,25,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Moderna,FVG,70-79,2,1,0,3,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Moderna,FVG,80-89,65,95,0,160,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Moderna,FVG,90+,7,18,0,25,0,0,ITH,ITH4,6,Friuli-Venezia Giulia
2021-03-20,Moderna,LAZ,20-29,1,3,4,0,0,0,ITI,ITI4,12,Lazio
2021-03-20,Moderna,LAZ,30-39,5,5,10,0,0,0,ITI,ITI4,12,Lazio
2021-03-20,Moderna,LAZ,40-49,9,18,27,0,0,0,ITI,ITI4,12,Lazio
2021-03-20,Moderna,LAZ,50-59,13,12,25,0,0,0,ITI,ITI4,12,Lazio
2021-03-20,Moderna,LAZ,60-69,15,23,36,1,1,0,ITI,ITI4,12,Lazio
2021-03-20,Moderna,LAZ,70-79,33,48,80,1,0,0,ITI,ITI4,12,Lazio
2021-03-20,Moderna,LAZ,80-89,454,810,603,659,2,0,ITI,ITI4,12,Lazio
2021-03-20,Moderna,LAZ,90+,66,126,87,102,3,0,ITI,ITI4,12,Lazio
2021-03-20,Moderna,LIG,30-39,1,0,1,0,0,0,ITC,ITC3,7,Liguria
2021-03-20,Moderna,LIG,40-49,1,0,1,0,0,0,ITC,ITC3,7,Liguria
2021-03-20,Moderna,LIG,50-59,0,2,2,0,0,0,ITC,ITC3,7,Liguria
2021-03-20,Moderna,LIG,60-69,5,3,8,0,0,0,ITC,ITC3,7,Liguria
2021-03-20,Moderna,LIG,70-79,12,7,19,0,0,0,ITC,ITC3,7,Liguria
2021-03-20,Moderna,LIG,80-89,11,18,26,0,3,0,ITC,ITC3,7,Liguria
2021-03-20,Moderna,LIG,90+,6,6,12,0,0,0,ITC,ITC3,7,Liguria
2021-03-20,Moderna,LOM,20-29,11,14,22,3,0,0,ITC,ITC4,3,Lombardia
2021-03-20,Moderna,LOM,30-39,20,11,22,8,1,0,ITC,ITC4,3,Lombardia
2021-03-20,Moderna,LOM,40-49,12,28,24,16,0,0,ITC,ITC4,3,Lombardia
2021-03-20,Moderna,LOM,50-59,28,28,45,11,0,0,ITC,ITC4,3,Lombardia
2021-03-20,Moderna,LOM,60-69,45,42,70,17,0,0,ITC,ITC4,3,Lombardia
2021-03-20,Moderna,LOM,70-79,43,41,76,8,0,0,ITC,ITC4,3,Lombardia
2021-03-20,Moderna,LOM,80-89,250,374,593,29,2,0,ITC,ITC4,3,Lombardia
2021-03-20,Moderna,LOM,90+,43,94,122,14,1,0,ITC,ITC4,3,Lombardia
2021-03-20,Moderna,MAR,20-29,3,17,2,18,0,0,ITI,ITI3,11,Marche
2021-03-20,Moderna,MAR,30-39,2,15,1,16,0,0,ITI,ITI3,11,Marche
2021-03-20,Moderna,MAR,40-49,5,32,7,30,0,0,ITI,ITI3,11,Marche
2021-03-20,Moderna,MAR,50-59,9,35,4,40,0,0,ITI,ITI3,11,Marche
2021-03-20,Moderna,MAR,60-69,6,19,2,22,1,0,ITI,ITI3,11,Marche
2021-03-20,Moderna,MAR,70-79,9,9,1,16,1,0,ITI,ITI3,11,Marche
2021-03-20,Moderna,MAR,80-89,9,37,5,41,0,0,ITI,ITI3,11,Marche
2021-03-20,Moderna,MAR,90+,2,44,4,42,0,0,ITI,ITI3,11,Marche
2021-03-20,Moderna,MOL,20-29,1,0,1,0,0,0,ITF,ITF2,14,Molise
2021-03-20,Moderna,MOL,40-49,0,1,1,0,0,0,ITF,ITF2,14,Molise
2021-03-20,Moderna,MOL,50-59,1,2,3,0,0,0,ITF,ITF2,14,Molise
2021-03-20,Moderna,MOL,70-79,13,6,19,0,0,0,ITF,ITF2,14,Molise
2021-03-20,Moderna,MOL,80-89,238,336,566,4,4,0,ITF,ITF2,14,Molise
2021-03-20,Moderna,MOL,90+,10,20,28,2,0,0,ITF,ITF2,14,Molise
2021-03-20,Moderna,PIE,20-29,1,0,1,0,0,0,ITC,ITC1,1,Piemonte
2021-03-20,Moderna,PIE,40-49,0,1,1,0,0,0,ITC,ITC1,1,Piemonte
2021-03-20,Moderna,PIE,50-59,0,1,1,0,0,0,ITC,ITC1,1,Piemonte
2021-03-20,Moderna,PIE,60-69,1,0,1,0,0,0,ITC,ITC1,1,Piemonte
2021-03-20,Moderna,PIE,80-89,89,141,229,1,0,0,ITC,ITC1,1,Piemonte
2021-03-20,Moderna,PIE,90+,10,33,43,0,0,0,ITC,ITC1,1,Piemonte
2021-03-20,Moderna,PUG,12-19,1,3,1,3,0,0,ITF,ITF4,16,Puglia
2021-03-20,Moderna,PUG,20-29,32,67,5,94,0,0,ITF,ITF4,16,Puglia
2021-03-20,Moderna,PUG,30-39,91,166,8,248,1,0,ITF,ITF4,16,Puglia
2021-03-20,Moderna,PUG,40-49,78,169,9,238,0,0,ITF,ITF4,16,Puglia
2021-03-20,Moderna,PUG,50-59,112,106,15,197,6,0,ITF,ITF4,16,Puglia
2021-03-20,Moderna,PUG,60-69,66,58,14,110,0,0,ITF,ITF4,16,Puglia
2021-03-20,Moderna,PUG,70-79,55,38,31,62,0,0,ITF,ITF4,16,Puglia
2021-03-20,Moderna,PUG,80-89,245,326,555,9,7,0,ITF,ITF4,16,Puglia
2021-03-20,Moderna,PUG,90+,33,52,85,0,0,0,ITF,ITF4,16,Puglia
2021-03-20,Moderna,SAR,20-29,2,1,0,3,0,0,ITG,ITG2,20,Sardegna
2021-03-20,Moderna,SAR,30-39,2,1,2,1,0,0,ITG,ITG2,20,Sardegna
2021-03-20,Moderna,SAR,40-49,4,0,4,0,0,0,ITG,ITG2,20,Sardegna
2021-03-20,Moderna,SAR,50-59,2,1,0,3,0,0,ITG,ITG2,20,Sardegna
2021-03-20,Moderna,SAR,60-69,7,6,5,8,0,0,ITG,ITG2,20,Sardegna
2021-03-20,Moderna,SAR,70-79,9,12,15,6,0,0,ITG,ITG2,20,Sardegna
2021-03-20,Moderna,SAR,80-89,555,595,17,1133,0,0,ITG,ITG2,20,Sardegna
2021-03-20,Moderna,SAR,90+,24,35,3,56,0,0,ITG,ITG2,20,Sardegna
2021-03-20,Moderna,SIC,12-19,1,0,1,0,0,0,ITG,ITG1,19,Sicilia
2021-03-20,Moderna,SIC,20-29,15,7,13,8,1,0,ITG,ITG1,19,Sicilia
2021-03-20,Moderna,SIC,30-39,6,14,15,5,0,0,ITG,ITG1,19,Sicilia
2021-03-20,Moderna,SIC,40-49,20,21,23,17,1,0,ITG,ITG1,19,Sicilia
2021-03-20,Moderna,SIC,50-59,21,37,43,14,1,0,ITG,ITG1,19,Sicilia
2021-03-20,Moderna,SIC,60-69,20,10,21,9,0,0,ITG,ITG1,19,Sicilia
2021-03-20,Moderna,SIC,70-79,24,29,35,18,0,0,ITG,ITG1,19,Sicilia
2021-03-20,Moderna,SIC,80-89,91,129,84,136,0,0,ITG,ITG1,19,Sicilia
2021-03-20,Moderna,SIC,90+,20,64,43,41,0,0,ITG,ITG1,19,Sicilia
2021-03-20,Moderna,TOS,12-19,1,3,2,2,0,0,ITI,ITI1,9,Toscana
2021-03-20,Moderna,TOS,20-29,48,44,35,56,1,0,ITI,ITI1,9,Toscana
2021-03-20,Moderna,TOS,30-39,39,33,43,27,2,0,ITI,ITI1,9,Toscana
2021-03-20,Moderna,TOS,40-49,62,46,58,50,0,0,ITI,ITI1,9,Toscana
2021-03-20,Moderna,TOS,50-59,101,70,99,70,2,0,ITI,ITI1,9,Toscana
2021-03-20,Moderna,TOS,60-69,93,49,89,53,0,0,ITI,ITI1,9,Toscana
2021-03-20,Moderna,TOS,70-79,84,54,105,32,1,0,ITI,ITI1,9,Toscana
2021-03-20,Moderna,TOS,80-89,20,16,31,4,1,0,ITI,ITI1,9,Toscana
2021-03-20,Moderna,UMB,20-29,1,2,0,3,0,0,ITI,ITI2,10,Umbria
2021-03-20,Moderna,UMB,30-39,0,2,0,2,0,0,ITI,ITI2,10,Umbria
2021-03-20,Moderna,UMB,40-49,4,7,2,9,0,0,ITI,ITI2,10,Umbria
2021-03-20,Moderna,UMB,50-59,1,9,3,7,0,0,ITI,ITI2,10,Umbria
2021-03-20,Moderna,UMB,60-69,0,5,2,3,0,0,ITI,ITI2,10,Umbria
2021-03-20,Moderna,UMB,70-79,3,0,2,1,0,0,ITI,ITI2,10,Umbria
